OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species	X1.1	X1.2	X1.3	X1.4	X1.7	X1.8	X2.1	X2.2	X3.1	X3.2	X4.1	X6.2	c.1	c.3
KF741419.1.1443	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Candidatus_Xenohaliotis	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0.000974279033515199	0
JQ323111.1.1420	d__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Adlerbacteria	f__Candidatus_Adlerbacteria	g__Candidatus_Adlerbacteria	NA	0	0	0.000846159704182567	0	0	0.00324706951975842	0	0	0	0	0.000846625351349521	0.00116596320220134	0.00681995323460639	0.00311813036903073
AY862509.1.1262	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_sensu_stricto_11	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
EF516980.1.1415	d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__Caldilineaceae	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0.00584567420109119	0.000779532592257682
LN564291.1.1364	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pelobium	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
EF600566.1.1421	d__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__Ktedonobacterales	f__Ktedonobacteraceae	g__1921-2	NA	0.000800935492655422	0	0	0	0	0.00108235650658614	0	0	0.00101267873779722	0	0	0	0	0
KJ480349.1.1510	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Caloramatoraceae	g__Thermobrachium	NA	0	0	0	0	0	0.00216471301317228	0	0	0.00101267873779722	0	0	0	0	0
EF515690.1.1375	d__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Pseudarcobacter	NA	0	0	0	0	0	0.00216471301317228	0	0	0	0	0	0	0.000974279033515199	0.000779532592257682
JQ855615.1.1266	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Turicella	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
AB772209.1.1379	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Candidatus_Zinderia	NA	0	0	0	0	0	0.00108235650658614	0	0	0.00101267873779722	0	0	0	0	0
JX105550.1.1515	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Amb-16S-1034	g__Amb-16S-1034	NA	0	0	0.00169231940836513	0	0	0.00216471301317228	0	0	0.00101267873779722	0	0	0	0	0
KT952877.1.1493	d__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Pygmaiobacter	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
KP972155.1.1344	d__Bacteria	p__Nitrospirota	c__Leptospirillia	o__Leptospirillales	f__Leptospirillaceae	g__Leptospirillum	NA	0.000800935492655422	0	0.000846159704182567	0.00163836392977972	0	0.00324706951975842	0	0	0	0	0.00169325070269904	0	0.00487139516757599	0.00155906518451536
FJ716310.1.1520	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfobacter	NA	0	0	0	0	0	0.00108235650658614	0	0	0.00101267873779722	0	0.000846625351349521	0	0	0.000779532592257682
JF344142.1.1499	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nitrosococcales	f__Nitrosococcaceae	g__3PJM14	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
AM997468.1.1481	d__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__Nitrospinaceae	g__uncultured	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
FJ437893.1.1486	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Gottschalkia	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
AB096085.1.1517	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Dermatophilaceae	g__Tonsilliphilus	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
EU150277.1.1500	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__WD260	f__WD260	g__WD260	NA	0.000800935492655422	0	0.000846159704182567	0	0.00184138324709522	0.00432942602634456	0	0	0	0	0.000846625351349521	0	0.00681995323460639	0.000779532592257682
HM445025.1.1337	d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__UTCFX1	NA	0	0	0	0	0	0.00108235650658614	0	0.00199796207867975	0	0	0	0	0.00876851130163679	0
KC121348.1.1368	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__Litorimonas	NA	0	0	0	0	0	0.00108235650658614	0	0	0.00202535747559444	0	0	0	0	0
EU134500.1.1345	d__Bacteria	p__Myxococcota	c__Polyangia	o__FFCH16767	f__FFCH16767	g__FFCH16767	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0.000974279033515199	0
JQ816688.1.1431	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	o__MB-C2-126	f__MB-C2-126	g__MB-C2-126	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
CP023445.1665087.1666608	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardiaceae	NA	0	0	0	0.00163836392977972	0	0.00216471301317228	0	0.00199796207867975	0	0.00194184183698238	0.000846625351349521	0	0.0019485580670304	0.00935439110709219
HG315619.1.1624	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Rickettsiaceae	g__Candidatus_Trichorickettsia	NA	0	0	0	0	0	0.00108235650658614	0.00119986081614533	0	0	0	0	0	0.000974279033515199	0
KX179964.1.1440	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Puniceispirillales	f__SAR116_clade	g__Candidatus_Puniceispirillum	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
KF771465.1.1499	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Congregibacter	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
GQ388976.1.1501	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Gallionellaceae	g__uncultured	NA	0	0.00109232315288155	0	0	0.00276207487064283	0.00108235650658614	0	0	0.00101267873779722	0	0.000846625351349521	0	0	0.00311813036903073
JN003088.1.1314	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Nitriliruptorales	f__Nitriliruptoraceae	g__Nitriliruptor	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0.000974279033515199	0
GQ389147.1.1504	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Ferribacterium	NA	0.000800935492655422	0	0	0.000819181964889861	0.000920691623547609	0.00216471301317228	0	0	0	0	0	0	0.000974279033515199	0.000779532592257682
KX935241.1.1513	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Puniceicoccaceae	g__Coraliomargarita	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0.000974279033515199	0.000779532592257682
KR265032.1.1623	d__Eukaryota	p__Nematozoa	c__Enoplea	o__Enoplida	f__Enoplida	g__Enoplida	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
JN536335.1.1345	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Roseitalea	NA	0	0	0.000846159704182567	0	0	0.00108235650658614	0	0	0	0.000970920918491189	0	0	0.0019485580670304	0.00155906518451536
U87772.1.1455	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__28-YEA-48	NA	0	0	0	0.000819181964889861	0	0.00108235650658614	0	0	0	0.000970920918491189	0	0	0	0
KX173233.1.1482	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__uncultured	g__uncultured	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
JN873971.1.1458	d__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Nautiliales	f__Nautiliaceae	g__Lebetimonas	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0.000974279033515199	0
HF548344.1.1402	d__Bacteria	p__Thermotogota	c__Thermotogae	o__Petrotogales	f__Petrotogaceae	g__Oceanotoga	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
HQ326348.1.1464	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Kiloniellales	f__Kiloniellaceae	g__Limibacillus	NA	0.00160187098531084	0.0021846463057631	0	0.000819181964889861	0.000920691623547609	0.00324706951975842	0	0.00399592415735949	0	0.000970920918491189	0.00169325070269904	0.00116596320220134	0.0029228371005456	0
KP872624.1.1280	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Chamaesiphonaceae	g__Chamaesiphon_PCC-6605	NA	0	0	0	0	0	0.00108235650658614	0.00359958244843598	0.00998981039339873	0.00303803621339166	0	0.000846625351349521	0	0	0
KT851844.1.1492	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Tibeticola	NA	0	0	0.000846159704182567	0	0	0.00216471301317228	0	0	0	0.000970920918491189	0	0	0	0
MG551979.1.1504	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Peptostreptococcales-Tissierellales	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
EU427463.1.1403	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0.000779532592257682
JX079215.1.1425	d__Bacteria	p__Firmicutes	c__Bacilli	o__Alicyclobacillales	f__Alicyclobacillaceae	g__Tumebacillus	NA	0	0	0	0	0	0.00216471301317228	0.00119986081614533	0	0	0	0	0	0.000974279033515199	0.000779532592257682
AY548938.1.1465	d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Leptolinea	NA	0.000800935492655422	0	0.000846159704182567	0	0.00276207487064283	0.00324706951975842	0.00119986081614533	0	0.00101267873779722	0	0.00253987605404856	0	0.000974279033515199	0.000779532592257682
JF268402.1.1499	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__IheB2-23	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
FJ197610.1.1507	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__C86	f__C86	g__C86	NA	0	0	0	0	0	0.00108235650658614	0	0.00199796207867975	0.00101267873779722	0.000970920918491189	0	0	0.0019485580670304	0.000779532592257682
GQ241687.1.1394	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Dermacoccaceae	g__Dermacoccaceae	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
FM253687.1.1359	d__Bacteria	p__Thermotogota	c__Thermotogae	o__Petrotogales	f__Petrotogaceae	g__Marinitoga	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
KM820458.1.1479	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__MBAE14	f__MBAE14	g__MBAE14	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
HQ116746.1.1452	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Huakuichenia	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0.000970920918491189	0	0	0	0
EU490265.1.1467	d__Bacteria	p__GAL15	c__GAL15	o__GAL15	f__GAL15	g__GAL15	NA	0.000800935492655422	0	0.000846159704182567	0	0	0.00324706951975842	0.00119986081614533	0	0	0	0.000846625351349521	0	0	0.00311813036903073
FJ444727.1.1491	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Salinisphaerales	f__Solimonadaceae	g__Solimonas	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0.000970920918491189	0.00169325070269904	0	0.000974279033515199	0
JX133438.1.1472	d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__RBG-16-58-14	NA	0.000800935492655422	0	0	0	0	0.00108235650658614	0	0	0	0.000970920918491189	0	0	0.000974279033515199	0.000779532592257682
HM270618.1.1342	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Arsenicicoccus	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
CP002105.795731.797255	d__Bacteria	p__Halanaerobiaeota	c__Halanaerobiia	o__Halanaerobiales	f__Halobacteroidaceae	g__Acetohalobium	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
EU669646.1.1420	d__Bacteria	p__Patescibacteria	c__Kazania	o__Kazania	f__Kazania	g__Kazania	NA	0.00160187098531084	0.00109232315288155	0	0.000819181964889861	0	0.00108235650658614	0.00119986081614533	0	0	0	0.000846625351349521	0	0	0.00233859777677305
EF644847.1.1376	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfonauticaceae	g__Desulfonauticus	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
JQ801232.1.1452	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__uncultured	NA	0.00160187098531084	0.00327696945864465	0.000846159704182567	0.00163836392977972	0.000920691623547609	0.00432942602634456	0.00239972163229065	0	0.00303803621339166	0.00388368367396476	0.00338650140539808	0.00116596320220134	0.0019485580670304	0.00311813036903073
EU979014.1.1511	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Planctomycetales	f__Planctomycetales	g__Planctomycetales	NA	0	0	0	0	0.000920691623547609	0.00108235650658614	0	0	0.00202535747559444	0	0	0	0.029228371005456	0.00467719555354609
EU469086.1.1324	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__uncultured	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
AB750585.1.1419	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Brevirhabdus	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
KX177336.1.1493	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Thioalkalispiraceae	g__Thiohalophilus	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0.000974279033515199	0
GQ448235.1.1374	d__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	NA	0.000800935492655422	0	0.0025384791125477	0.000819181964889861	0.00184138324709522	0.00432942602634456	0.00359958244843598	0.00199796207867975	0.00101267873779722	0.00194184183698238	0.000846625351349521	0.00233192640440268	0.0019485580670304	0
HQ155609.1.1391	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__M2PB4-65_termite_group	g__M2PB4-65_termite_group	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0.000970920918491189	0.000846625351349521	0	0	0
JN698931.1.1341	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Elev-16S-976	f__Elev-16S-976	g__Elev-16S-976	NA	0	0.00109232315288155	0	0.000819181964889861	0	0.00216471301317228	0	0	0	0	0	0	0.00681995323460639	0.0288427059135342
DQ630675.1.1491	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Candidatus_Magnetoglobus	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
JQ073784.1.1337	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Primorskyibacter	NA	0.000800935492655422	0	0	0	0	0.00108235650658614	0	0	0	0	0.000846625351349521	0	0	0
DQ415763.1.1495	d__Bacteria	p__Calditrichota	c__Calditrichia	o__Calditrichales	f__Calditrichaceae	g__Caldithrix	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0.000779532592257682
JN511909.1.1428	d__Bacteria	p__Spirochaetota	c__Leptospirae	o__Leptospirales	f__Leptospiraceae	g__uncultured	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0.00169325070269904	0	0	0.00233859777677305
KY561488.1.1433	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Synechococcales	f__Cyanobiaceae	g__Cyanobiaceae	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
DQ346455.1.1485	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Myroides	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
EF559071.1.1487	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Proteiniphilum	NA	0	0	0	0	0	0.00108235650658614	0	0.00199796207867975	0	0.000970920918491189	0	0	0	0.000779532592257682
CP020466.1620907.1622428	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Hafniaceae	g__Edwardsiella	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
EU456044.1.1391	d__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospiraceae_UCG-008	NA	0	0.00109232315288155	0	0	0	0.00324706951975842	0	0.00199796207867975	0	0	0	0.00116596320220134	0	0.000779532592257682
FJ462359.1.1365	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptosporangiales	f__Streptosporangiaceae	g__Nonomuraea	NA	0	0.00109232315288155	0.00169231940836513	0.0040959098244493	0	0.00324706951975842	0	0	0	0.00194184183698238	0	0.00116596320220134	0.00487139516757599	0.0109134562916076
JN713303.1.1480	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Candidatus_Tammella	NA	0	0	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
JX298772.1.1451	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Oxyphotobacteria_Incertae_Sedis	f__Unknown_Family	g__Leptolyngbya_RV74	NA	0	0	0	0.000819181964889861	0	0	0.00719916489687196	0.00599388623603924	0.00506339368898611	0.00485460459245594	0	0	0	0
EU833987.1.1389	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Desertibacter	NA	0.00160187098531084	0	0.000846159704182567	0.00245754589466958	0.000920691623547609	0.00324706951975842	0.0191977730583252	0.00799184831471899	0.00101267873779722	0	0	0	0	0
HQ786794.1.1435	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Parvimonas	NA	0	0	0	0	0	0	0.00119986081614533	0	0.00101267873779722	0	0	0	0	0
FPLK01001727.32.1550	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Salinispira	NA	0	0	0	0	0	0	0.00119986081614533	0	0	0	0	0	0	0
FM177505.1.1414	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Paraspirulinaceae	g__Spirulina_PCC-6313	NA	0	0	0	0.000819181964889861	0	0.00108235650658614	0.00599930408072664	0.00998981039339873	0.00303803621339166	0.00194184183698238	0	0	0	0
JN432437.1.1375	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__uncultured	NA	0.00640748394124337	0.00327696945864465	0.0025384791125477	0.00163836392977972	0.00460345811773804	0.0140706345856198	0.00239972163229065	0.00199796207867975	0.00810142990237777	0.00582552551094713	0.00169325070269904	0.00466385280880535	0.00487139516757599	0.000779532592257682
KP150682.1.1500	d__Bacteria	p__Firmicutes	c__Limnochordia	o__MBA03	f__MBA03	g__MBA03	NA	0	0	0	0.000819181964889861	0	0	0.00119986081614533	0	0	0.000970920918491189	0	0	0	0.000779532592257682
AY394783.1.1362	d__Bacteria	p__Bacteroidota	c__Chlorobia	o__Chlorobiales	f__Chlorobiaceae	g__Chlorobaculum	NA	0.000800935492655422	0	0	0	0	0	0.00119986081614533	0	0.00101267873779722	0	0	0.00233192640440268	0	0
FM874392.1.1503	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Facklamia	NA	0	0	0	0	0	0	0.00119986081614533	0	0	0	0	0	0	0
AJ000724.1.1466	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Rubidibacteraceae	g__Rubidibacter_KORDI_51-2	NA	0	0	0	0	0	0	0.00719916489687196	0.00199796207867975	0.00303803621339166	0	0	0	0	0
JQ769552.1.1451	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Leptolyngbyales	f__Leptolyngbyaceae	g__BMM02	NA	0	0	0	0.000819181964889861	0.000920691623547609	0.00108235650658614	0.00239972163229065	0.00799184831471899	0.00202535747559444	0	0.000846625351349521	0	0	0
AF152110.1.1509	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Hamadaea	NA	0	0.00109232315288155	0.00169231940836513	0	0.000920691623547609	0	0.00119986081614533	0	0	0.000970920918491189	0	0.00116596320220134	0.0019485580670304	0.00701579333031914
CP018258.230191.231689	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	o__Dehalococcoidales	f__Dehalococcoidaceae	g__Dehalogenimonas	NA	0	0	0	0	0	0	0.00119986081614533	0	0	0	0.000846625351349521	0	0	0
KM820575.1.1347	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Paraglaciecola	NA	0	0	0	0	0	0	0.00119986081614533	0	0	0	0	0	0	0
GQ348676.1.1416	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Puniceicoccaceae	g__A714019	NA	0	0	0	0	0	0	0.00119986081614533	0	0	0	0	0	0	0.000779532592257682
GQ405534.1.1524	d__Bacteria	p__Firmicutes	c__Symbiobacteriia	o__Symbiobacteriales	f__Symbiobacteriales	g__Caldinitratiruptor	NA	0	0	0	0	0	0	0.00119986081614533	0	0	0	0	0.00116596320220134	0	0
DQ404596.1.1526	d__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__uncultured	f__uncultured	g__uncultured	NA	0.00160187098531084	0	0.00169231940836513	0	0	0.00216471301317228	0.00239972163229065	0	0.00405071495118888	0	0.00253987605404856	0.00116596320220134	0.00779423226812159	0.00311813036903073
KU951804.1.1460	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Paraspirulinaceae	g__Spirulina_P7	NA	0	0	0	0.00163836392977972	0	0	0.00839902571301729	0.00998981039339873	0.00405071495118888	0	0.00169325070269904	0	0	0
KT071712.1.1477	d__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Tyzzerella	NA	0.000800935492655422	0.00109232315288155	0	0	0	0.00108235650658614	0.00119986081614533	0.00199796207867975	0	0.000970920918491189	0	0	0	0
KJ934765.1.1384	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Candidatus_Benitsuchiphilus	NA	0	0	0	0	0	0	0.00119986081614533	0	0	0	0	0	0	0
KF616669.1.1479	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiohalorhabdales	f__Thiohalorhabdaceae	g__uncultured	NA	0	0	0	0	0	0	0.00119986081614533	0	0	0	0	0	0	0
KU569325.1.1455	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Phormidesmiales	f__Nodosilineaceae	g__Nodosilinea_PCC-7104	NA	0.00320374197062169	0.00109232315288155	0.00423079852091284	0.0180220032275769	0.00276207487064283	0.00216471301317228	0.0575933191749757	0.0619368244390721	0.0425325069874833	0.0252439438807709	0.00761962816214569	0.00349788960660402	0	0.0101339236993499
HM041960.1.1522	d__Bacteria	p__Thermotogota	c__Thermotogae	o__Thermotogae	f__Thermotogae	g__Thermotogae	NA	0	0	0	0	0	0	0.00119986081614533	0	0	0	0	0	0	0
LNDC01000056.21.1487	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Geitlerinemaceae	g__Geitlerinema_PCC-9228	NA	0	0	0.000846159704182567	0	0	0	0.00239972163229065	0.00599388623603924	0.00202535747559444	0.00194184183698238	0	0.00116596320220134	0	0
AB487787.1.1349	d__Bacteria	p__Firmicutes	c__Clostridia	o__Thermincolales	f__Thermincolaceae	g__Thermincola	NA	0	0	0	0	0	0	0.00119986081614533	0	0	0	0	0	0.000974279033515199	0.00155906518451536
CP002131.1348418.1349925	d__Bacteria	p__Firmicutes	c__Thermovenabulia	o__Thermovenabulales	f__Thermovenabulales	g__Thermosediminibacter	NA	0	0	0	0	0	0	0.00119986081614533	0	0	0	0	0	0	0
AB042060.1.1515	d__Bacteria	p__Firmicutes	c__Bacilli	o__Thermicanales	f__Thermicanaceae	g__Hydrogenibacillus	NA	0	0	0	0	0	0	0.00119986081614533	0	0	0	0	0	0	0
FPLS01030893.14.1496	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__bac2nit3	g__bac2nit3	NA	0.000800935492655422	0	0	0	0	0	0.00119986081614533	0	0.00101267873779722	0.00485460459245594	0	0	0	0
GQ859607.1.1282	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Nostocaceae	g__Cylindrospermum_PMC238.04	NA	0	0	0	0	0	0	0.00239972163229065	0.00399592415735949	0.00101267873779722	0	0.000846625351349521	0	0	0
EU881153.1.1457	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__FFCH5858	NA	0.00240280647796626	0.00327696945864465	0	0.00245754589466958	0.00184138324709522	0.00216471301317228	0.00239972163229065	0	0.00405071495118888	0.000970920918491189	0.00169325070269904	0	0.00584567420109119	0
EU463343.1.1366	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptoclostridium	NA	0.000800935492655422	0	0.000846159704182567	0	0	0.00108235650658614	0.00119986081614533	0.00399592415735949	0.00202535747559444	0.00194184183698238	0.000846625351349521	0.00116596320220134	0.0019485580670304	0.000779532592257682
EU091555.1.1316	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Synechococcales	f__Synechococcaceae	g__uncultured	NA	0	0	0	0	0	0	0.00119986081614533	0	0	0	0	0	0	0
